transaction_id,risk_probability,amount,isFraud,strategy_a_selected,riskpilot_selected,selection_category
1,0.9926372675366812,341.3,1,False,False,NEITHER
2,0.9999451825894612,696575.46,1,False,False,NEITHER
3,0.9966671154265329,696575.46,1,False,False,NEITHER
4,0.9984493319670545,952234.12,1,False,False,NEITHER
5,0.9999539772418403,3120690.98,1,False,False,NEITHER
6,0.9999773982752989,10000000.0,1,True,True,BOTH
7,0.9966673577416987,952234.12,1,False,False,NEITHER
8,0.9998827270789116,2391612.36,1,False,False,NEITHER
9,0.999952233461324,2391612.36,1,False,False,NEITHER
10,0.9647488589175921,341.3,1,False,False,NEITHER
11,0.9995338527502454,10000000.0,1,False,False,NEITHER
12,0.9990269632191154,3120690.98,1,False,False,NEITHER
13,0.9993249359305949,407347.84,1,False,False,NEITHER
14,0.9527575844614395,52541.42,1,False,False,NEITHER
15,0.999079366713476,82209.71,1,False,False,NEITHER
16,0.9828613544859941,407347.84,1,False,False,NEITHER
17,0.9999303249257828,480404.03,1,False,False,NEITHER
18,0.9946041482163228,480404.03,1,False,False,NEITHER
19,0.9867764906204749,52541.42,1,False,False,NEITHER
20,0.9920754954165878,82209.71,1,False,False,NEITHER
21,0.9993250435005137,75480.15,1,False,False,NEITHER
22,0.9972439059906294,125107.12,1,False,False,NEITHER
23,0.9984164572376417,4128853.75,1,False,False,NEITHER
24,0.9991225918169364,125107.12,1,False,False,NEITHER
25,0.9880879781230791,405400.26,1,False,False,NEITHER
26,0.9999467034404276,4128853.75,1,False,False,NEITHER
27,0.9898066858650032,75480.15,1,False,False,NEITHER
28,0.9994638248194838,405400.26,1,False,False,NEITHER
29,0.9986496408703961,26153.82,1,False,False,NEITHER
30,0.9993940736542076,114864.37,1,False,False,NEITHER
31,0.9964611874712574,114864.37,1,False,False,NEITHER
32,0.9999303249257828,458603.07,1,False,False,NEITHER
33,0.9999467034404276,9168747.51,1,False,False,NEITHER
34,0.9999823833197872,9168747.51,1,True,True,BOTH
35,0.9948409834183357,458603.07,1,False,False,NEITHER
36,0.9823996504494705,215299.28,1,False,False,NEITHER
37,0.9766814916705344,26153.82,1,False,False,NEITHER
38,0.9993767678412128,215299.28,1,False,False,NEITHER
39,0.999952233461324,1387048.31,1,False,False,NEITHER
40,0.9963846726298975,344673.46,1,False,False,NEITHER
41,0.9981702592359681,1363674.48,1,False,False,NEITHER
42,0.999952233461324,1363674.48,1,False,False,NEITHER
43,0.9992594129394828,568918.32,1,False,False,NEITHER
44,0.9998900584572107,1387048.31,1,False,False,NEITHER
45,0.9812730107943465,182739.36,1,False,False,NEITHER
46,0.9983937329069877,13128.49,1,False,False,NEITHER
47,0.9999209616299026,438394.67,1,False,False,NEITHER
48,0.9875066794364565,13128.49,1,False,False,NEITHER
49,0.9908519873764808,438394.67,1,False,False,NEITHER
50,0.99920667787247,344673.46,1,False,False,NEITHER
51,0.9997219493415241,182739.36,1,False,False,NEITHER
52,0.999071014821688,580010.03,1,False,False,NEITHER
53,0.9978584829988975,568918.32,1,False,False,NEITHER
54,0.999942762085593,580010.03,1,False,False,NEITHER
55,0.9992314151577996,729078.34,1,False,False,NEITHER
56,0.990197264243329,222517.07,1,False,False,NEITHER
57,0.999952233461324,1455839.54,1,False,False,NEITHER
58,0.9981046195073401,654250.76,1,False,False,NEITHER
59,0.9995135551242004,146095.73,1,False,False,NEITHER
60,0.9968297058433613,146095.73,1,False,False,NEITHER
61,0.9999451825894612,729078.34,1,False,False,NEITHER
62,0.9998199584121882,1455839.54,1,False,False,NEITHER
63,0.9936017838674719,89657.36,1,False,False,NEITHER
64,0.9991447125325419,222517.07,1,False,False,NEITHER
65,0.9997838922668805,654250.76,1,False,False,NEITHER
66,0.990771600399945,89657.36,1,False,False,NEITHER
67,0.07003555857862341,82892.93,0,False,False,NEITHER
68,0.0,35189.82,0,False,False,NEITHER
69,0.0,11179.25,0,False,False,NEITHER
70,0.024302916294959655,60148.33,0,False,False,NEITHER
71,0.03553981603683063,14404.68,0,False,False,NEITHER
72,0.01691579509198945,38415.67,0,False,False,NEITHER
73,0.01851006751868821,518217.0,0,False,False,NEITHER
74,0.06760031347381869,304874.43,0,False,False,NEITHER
75,0.02132178039945166,323682.26,0,False,False,NEITHER
76,0.005,19480.62,0,False,False,NEITHER
77,0.0075,55021.85,0,False,False,NEITHER
78,0.13949224844324337,67139.16,0,False,False,NEITHER
79,0.0,9794.02,0,False,False,NEITHER
80,0.0,145400.52,0,False,False,NEITHER
81,0.0033812703215137267,278745.2,0,False,False,NEITHER
82,0.0,41500.79,0,False,False,NEITHER
83,0.00012681159420289856,9536.2,0,False,False,NEITHER
84,0.01723486707958154,59981.31,0,False,False,NEITHER
85,0.0034473103253917147,258968.98,0,False,False,NEITHER
86,0.023247896474463205,25285.92,0,False,False,NEITHER
87,0.0032370346606964908,149969.79,0,False,False,NEITHER
88,0.0,422865.15,0,False,False,NEITHER
89,0.9883312411096594,107246.03,1,False,False,NEITHER
90,0.9993133719346622,107246.03,1,False,False,NEITHER
91,0.0,12300.96,0,False,False,NEITHER
92,0.003333333333333333,616277.29,0,False,False,NEITHER
93,0.9981702592359681,3845765.36,1,False,False,NEITHER
94,0.9999467034404276,3845765.36,1,False,False,NEITHER
95,0.0,5277.49,0,False,False,NEITHER
96,0.9999303249257828,447474.67,1,False,False,NEITHER
97,0.982581935748578,58521.53,1,False,False,NEITHER
98,0.9987301244672174,58521.53,1,False,False,NEITHER
99,0.9928780805273355,246280.14,1,False,False,NEITHER
100,0.9994109338837633,246280.14,1,False,False,NEITHER
101,0.9889529186017877,48605.54,1,False,False,NEITHER
102,0.9981422152449784,48605.54,1,False,False,NEITHER
103,0.995880471131252,447474.67,1,False,False,NEITHER
104,0.0,2988.67,0,False,False,NEITHER
105,0.0,132262.48,0,False,False,NEITHER
106,0.003426221038911042,777402.3,0,False,False,NEITHER
107,0.003481488177661366,166541.49,0,False,False,NEITHER
108,0.0,414135.3,0,False,False,NEITHER
109,0.0,24398.81,0,False,False,NEITHER
110,6.231198968629137e-05,204866.19,0,False,False,NEITHER
111,0.0,38190.53,0,False,False,NEITHER
112,0.052474465168532845,18771.98,0,False,False,NEITHER
113,0.0,167615.07,0,False,False,NEITHER
114,0.003463080710862007,1367078.77,0,False,False,NEITHER
115,0.014984796128816045,100247.74,0,False,False,NEITHER
116,0.0,2075.8,0,False,False,NEITHER
117,0.0,15799.35,0,False,False,NEITHER
118,0.0,5039.38,0,False,False,NEITHER
119,0.0,8849.9,0,False,False,NEITHER
120,0.0,97198.15,0,False,False,NEITHER
121,0.004722222222222222,47555.6,0,False,False,NEITHER
122,0.0,32658.26,0,False,False,NEITHER
123,0.0,2344.98,0,False,False,NEITHER
124,0.003254471691371405,355673.28,0,False,False,NEITHER
125,0.0,243583.6,0,False,False,NEITHER
126,0.0,4870.55,0,False,False,NEITHER
127,0.0033973727250672693,123070.35,0,False,False,NEITHER
128,0.03579843997743787,45350.44,0,False,False,NEITHER
129,0.0077156312259093595,120954.31,0,False,False,NEITHER
130,0.0,16970.86,0,False,False,NEITHER
131,0.056363807135490315,45419.32,0,False,False,NEITHER
132,0.997663591996021,43996.54,1,False,False,NEITHER
133,0.9903876094621112,43996.54,1,False,False,NEITHER
134,0.9942908366782099,249017.98,1,False,False,NEITHER
135,0.9999467034404276,5101855.95,1,False,False,NEITHER
136,0.9994109338837633,249017.98,1,False,False,NEITHER
137,0.9999830018904491,5101855.95,1,True,True,BOTH
138,0.9995440714922637,134293.12,1,False,False,NEITHER
139,0.9999527751588864,1559540.62,1,False,False,NEITHER
140,0.99920667787247,345116.0,1,False,False,NEITHER
141,0.9855644946317861,134293.12,1,False,False,NEITHER
142,0.999952233461324,1559540.62,1,False,False,NEITHER
143,0.9978527506739351,7788725.2,1,False,False,NEITHER
144,0.9999467034404276,7788725.2,1,False,False,NEITHER
145,0.9962545009622994,345116.0,1,False,False,NEITHER
146,0.9999451825894612,711932.67,1,False,False,NEITHER
147,0.9965020235808842,349627.64,1,False,False,NEITHER
148,0.9860716373794612,49199.2,1,False,False,NEITHER
149,0.9988730019887844,305846.12,1,False,False,NEITHER
150,0.9997178086881839,208253.11,1,False,False,NEITHER
151,0.999065863876184,711932.67,1,False,False,NEITHER
152,0.9864196518699395,208253.11,1,False,False,NEITHER
153,0.9994109338837633,246250.77,1,False,False,NEITHER
154,0.999486980902773,349627.64,1,False,False,NEITHER
155,0.9884220258280862,45890.12,1,False,False,NEITHER
156,0.9982789766114056,45890.12,1,False,False,NEITHER
157,0.997621907121729,49199.2,1,False,False,NEITHER
158,0.995257419939501,305846.12,1,False,False,NEITHER
159,0.9917636327831001,246250.77,1,False,False,NEITHER
160,0.9910059819296414,87698.36,1,False,False,NEITHER
161,0.999952233461324,1732090.28,1,False,False,NEITHER
162,6.231198968629137e-05,181036.45,0,False,False,NEITHER
163,0.9983386259727353,87698.36,1,False,False,NEITHER
164,0.0336887464797603,2589.99,0,False,False,NEITHER
165,0.0032370346606964908,403638.13,0,False,False,NEITHER
166,0.0,181689.33,0,False,False,NEITHER
167,0.0,937.54,0,False,False,NEITHER
168,0.9981702592359681,1266752.6,1,False,False,NEITHER
169,0.020760050687369233,65246.76,0,False,False,NEITHER
170,0.016419411081766217,104332.12,0,False,False,NEITHER
171,0.016904272679784126,110106.46,0,False,False,NEITHER
172,0.0,235843.72,0,False,False,NEITHER
173,6.231198968629137e-05,298385.16,0,False,False,NEITHER
174,0.9925750934487584,40867.66,1,False,False,NEITHER
175,0.9909242997979648,46973.96,1,False,False,NEITHER
176,0.999952233461324,1266752.6,1,False,False,NEITHER
177,0.0033313327211892817,131897.88,0,False,False,NEITHER
178,1.7405430494314226e-06,69723.15,0,False,False,NEITHER
179,0.9959820754208596,40867.66,1,False,False,NEITHER
180,0.9915986569310858,46973.96,1,False,False,NEITHER
181,0.978105579408295,49871.73,1,False,False,NEITHER
182,0.9999753101566937,1732090.28,1,False,False,NEITHER
183,0.9995783337865402,144254.93,1,False,False,NEITHER
184,0.9893039194325435,144254.93,1,False,False,NEITHER
185,0.9976139747875336,49871.73,1,False,False,NEITHER
186,0.00012681159420289856,2778.39,0,False,False,NEITHER
187,0.05212437387780735,117103.53,0,False,False,NEITHER
188,0.016862893369439295,232534.98,0,False,False,NEITHER
189,0.005854341736694678,1978497.4,0,False,False,NEITHER
190,0.00012681159420289856,4765.24,0,False,False,NEITHER
191,0.010265349986181626,176061.65,0,False,False,NEITHER
192,0.00597374699755877,276029.67,0,False,False,NEITHER
193,0.0,13673.61,0,False,False,NEITHER
194,0.020107682422021333,66674.97,0,False,False,NEITHER
195,0.008189241580992757,79926.08,0,False,False,NEITHER
196,0.02711058111524963,307455.5,0,False,False,NEITHER
197,0.9916225682360339,115599.26,1,False,False,NEITHER
198,0.9999773982752989,2666139.51,1,True,True,BOTH
199,0.999952233461324,2666139.51,1,False,False,NEITHER
200,0.9993940736542076,115599.26,1,False,False,NEITHER
201,0.9964069187434752,19646.09,1,False,False,NEITHER
202,0.9999539772418403,2938833.22,1,False,False,NEITHER
203,0.9928989059631702,19646.09,1,False,False,NEITHER
204,0.9920181357291379,2205.55,1,False,False,NEITHER
205,0.9976555515962449,2205.55,1,False,False,NEITHER
206,0.9981702592359681,2938833.22,1,False,False,NEITHER
207,0.9999303249257828,450060.37,1,False,False,NEITHER
208,0.013787025828334718,59865.19,0,False,False,NEITHER
209,0.0,1323.54,0,False,False,NEITHER
210,0.0,4570.25,0,False,False,NEITHER
211,0.0,266378.36,0,False,False,NEITHER
212,0.9946939245948063,450060.37,1,False,False,NEITHER
213,0.0,424144.76,0,False,False,NEITHER
214,0.0,33452.82,0,False,False,NEITHER
215,0.0,356402.37,0,False,False,NEITHER
216,0.00012681159420289856,4149.37,0,False,False,NEITHER
217,0.0,19120.97,0,False,False,NEITHER
218,0.0033210084033613446,211800.93,0,False,False,NEITHER
219,0.9987528539186461,330665.02,1,False,False,NEITHER
220,0.0,9942.01,0,False,False,NEITHER
221,0.0,15999.9,0,False,False,NEITHER
222,0.9930726357575712,330665.02,1,False,False,NEITHER
223,0.0,6573.81,0,False,False,NEITHER
224,0.9935224594017252,32660.58,1,False,False,NEITHER
225,0.9979607781579053,20281.44,1,False,False,NEITHER
226,0.9852392066407899,20281.44,1,False,False,NEITHER
227,0.00012681159420289856,4875.09,0,False,False,NEITHER
228,0.012621753246753247,624.29,0,False,False,NEITHER
229,0.008333333333333333,178721.3,0,False,False,NEITHER
230,0.0032370346606964908,297096.64,0,False,False,NEITHER
231,0.0,300964.66,0,False,False,NEITHER
232,0.9978428695039367,32660.58,1,False,False,NEITHER
233,0.9999527751588864,3092085.39,1,False,False,NEITHER
234,0.9787820502277017,1707.4,1,False,False,NEITHER
235,0.9971914711364747,1707.4,1,False,False,NEITHER
236,0.9963328216895164,40651.96,1,False,False,NEITHER
237,0.9990182309027731,352179.76,1,False,False,NEITHER
238,0.9900158007927948,40651.96,1,False,False,NEITHER
239,0.9981702592359681,4222595.06,1,False,False,NEITHER
240,0.992120547994213,44482.33,1,False,False,NEITHER
241,0.9999467034404276,4222595.06,1,False,False,NEITHER
242,0.9986635919960212,44482.33,1,False,False,NEITHER
243,0.9999539772418403,3092085.39,1,False,False,NEITHER
244,0.9996984751631203,161147.38,1,False,False,NEITHER
245,0.9938088311149723,352179.76,1,False,False,NEITHER
246,0.9968897855990037,161147.38,1,False,False,NEITHER
247,0.0,15569.91,0,False,False,NEITHER
248,0.0033747126436781604,101931.18,0,False,False,NEITHER
249,0.10801511996038403,58979.06,0,False,False,NEITHER
250,0.0523994826073667,216503.09,0,False,False,NEITHER
251,0.0,20397.7,0,False,False,NEITHER
252,0.9981927620855928,628033.58,1,False,False,NEITHER
253,0.0,15099.85,0,False,False,NEITHER
254,0.9999467034404276,4438931.81,1,False,False,NEITHER
255,0.0,100249.37,0,False,False,NEITHER
256,0.9999355523173145,513610.51,1,False,False,NEITHER
257,0.003235294117647059,269734.64,0,False,False,NEITHER
258,0.9883016344498466,513610.51,1,False,False,NEITHER
259,0.003,413502.09,0,False,False,NEITHER
260,0.024289054971040943,69628.04,0,False,False,NEITHER
261,0.01529826751909916,366576.55,0,False,False,NEITHER
262,0.024193554455274935,10096.08,0,False,False,NEITHER
263,0.0,1425.15,0,False,False,NEITHER
264,0.00012681159420289856,8064.42,0,False,False,NEITHER
265,0.018037511297808204,24825.21,0,False,False,NEITHER
266,0.0,282640.39,0,False,False,NEITHER
267,0.8405951592694834,36906.81,0,False,False,NEITHER
268,8.571428571428571e-05,164971.98,0,False,False,NEITHER
269,0.0,4083.09,0,False,False,NEITHER
270,0.0,36117.93,0,False,False,NEITHER
271,0.008451681213862187,80178.44,0,False,False,NEITHER
272,0.0,17369.92,0,False,False,NEITHER
273,0.0,9723.6,0,False,False,NEITHER
274,0.9995018553896848,228751.77,1,False,False,NEITHER
275,0.008451681213862187,76286.61,0,False,False,NEITHER
276,0.0,206817.72,0,False,False,NEITHER
277,0.9947297759478488,70669.49,1,False,False,NEITHER
278,0.0,6214.82,0,False,False,NEITHER
279,0.0,163724.99,0,False,False,NEITHER
280,0.9985630857379565,70669.49,1,False,False,NEITHER
281,0.9858880673556331,228751.77,1,False,False,NEITHER
282,0.0,10548.75,0,False,False,NEITHER
283,0.0,1944.91,0,False,False,NEITHER
284,0.0,12771.4,0,False,False,NEITHER
285,0.0025017405430494315,60993.0,0,False,False,NEITHER
286,0.9997983341472759,4438931.81,1,False,False,NEITHER
287,0.9969023589596776,628033.58,1,False,False,NEITHER
288,0.0,159313.41,0,False,False,NEITHER
289,0.0,10936.36,0,False,False,NEITHER
290,0.008318181818181818,863.99,0,False,False,NEITHER
291,0.00012681159420289856,6327.98,0,False,False,NEITHER
292,0.9993767678412128,214760.72,1,False,False,NEITHER
293,0.9952913425409146,326250.51,1,False,False,NEITHER
294,0.9981702592359681,1576874.04,1,False,False,NEITHER
295,0.9982157731629003,21990.52,1,False,False,NEITHER
296,0.999952233461324,1576874.04,1,False,False,NEITHER
297,0.9865179420046615,214760.72,1,False,False,NEITHER
298,0.9994883440062071,10000000.0,1,False,False,NEITHER
299,0.9981702592359681,10000000.0,1,False,False,NEITHER
300,0.9987528539186461,326250.51,1,False,False,NEITHER
301,0.99028156475788,21990.52,1,False,False,NEITHER
302,0.9986895701294723,10000000.0,1,False,False,NEITHER
